target_sentence,source_sentence
"A pesar de la situación estresante, Moussa mantiene su sentido del humor:",Moussa tatax wali k ’ uchhikiskiwa jan walt ’ awin utjatapatsa:
Lluvia,Jallu
Qué puedes hacer tú para mejorarlo.,Kuns lurañaspa taqikun juk ’ amp sumaptayañatakixa.
los peruanos usamos más palabras en quechua de las que creemos.,Wikipedia ukarjamax aka uñt ’ aw uñt ’ ayi:
"Twitter, una herramienta que convierte a los mexicanos en “corresponsales de guerra""","Twitter ukax mexicanonakarux “corresponsales de guerra"" ukanx mä uñanchirjamaw tuku"
"La reunión fue pacífica, antes que algunos manifestantes tomaran el edificio por asalto.","Tnatachäwix ch 'ujtatakinwa, sartasirinakat nayraqatax uka jach 'a utaruw mantapxani."
¡Basta ya de quejarnos!,Janiw juk ’ amp aliqak qhatusipxañaniti.
Aquí están:,Akankapxiwa:
Se puede leer lo siguiente:,Akaw ullart ’ asi:
"Las clases de arte se daban en los bosques hasta que bombardearon nuestras escuelas; a partir de ahí, las dábamos bajo tierra.","Bombardeyasiñkamax quqa taypinakanw artes ukx yatichapxäna, yatichirinakamp yatiqirinakampix pachpa trincheras satak ukw uñt 'ayapxäna."
¡Está bien!,¡askikiskiwa!
Tropas militares del gobierno durante un enfrentamiento con manifestantes.,Tropas militares gobierno uksat saratsirinakamp ch 'axwthaptawipa.
"Entre esos proyectos, Kannada-Hindi Keyboard permite a sus usuarios teclear desde mensajes a notas en escritura kanada y devanagari (maratí/hindi) de India, y Multiling Keyboard es una aplicación de teclado para Android que acepta alrededor de 130 lenguas.","Uka wakichäwinakatxa, Kannada-Hindi Keyboard apnaqirinakapar kanada ukhamarak devanagari arunakan (maratí / hindi) uñt ’ at India-na yatiyäwinak qilqañ atiyi, ukatxa Multiling Keyboard limintañatak Android-itak mä apnaqäw 130 arunak iyaw siwa."
"Isla Aldabra, Seychelles en FlickR por Johny Shaw (CC 2.0).","Isla Aldabra, Seychelles ukax Flickr ukana, Johny Shaw jupana (CC 2.0)."
"Lamentablemente, ahora la planta está definitivamente destruida, y es importante no permitir que el fuego se extienda a los edificios contiguos.","exbombero ukhamax sistwa, yatxatatanakati jank 'ak sartapxaspan ukhax askispanwa, ukatx wali askiw nina naqtaw jank 'a jiwarayañaxa"
¿Qué es lo verdaderamente importante?,Kunas chiqpach askipacha?
Fuente: página de Facebook de Yazan Homsi.,Fuente: Facebook uksana Yazan Homsi jupata.
