target_sentence,source_sentence
Pero también la tradición fue mas allá de las comidas.,aräwix manq ’ añanakatsipans juk ’ amp jayaruw sari.
"Segundo, hagamos que nuestros niños regresen al colegio.","Payïrinxa, wawanakasa yatiqañ utar kutt ’ ayapxañani."
"""Hablé con su padre en Damasco"", me dijo el líder.",Ukham jist`asixat jilir irpirix situ: “awkipamp Damasco uksan aruskipanim”.
Las cifras oficiales del referéndum dadas a conocer el lunes 7 mostraron que el 98.83% de los electores del sur eligieron separarse del norte.,Markaru jiskt ’ awixa pasiri lunes uruwa uñicht ’ ayawayi 98.83ni% ukhaniwa jaqunt ’ awapxi alaya tuqit t 'aqaqtaniñataki.
"Debido a que las mujeres continúan enfrentando los abusos y ataques violentos por buscar educación, se necesita mucha valentía para ser una colegiala en Afganistán.",Imill wawanakax yatichaw jikxatañ munasinx jan walt 'ayatapxiwa.
Los niños también participaron en la protesta.,Wawanakax ukhamarakiw arst ’ äwin yanapt ’ apxi.
"Este es un resumen de las reacciones a los resultados del referéndum. Dos hijos del luchador por la libertad de Sudán del Sur, Gordon Muortat Mayen Mabor, sostienen sus fotos mientras esperan efectuar su voto en el referréndum por la independencia de Sudan del Sur en Londres, UK.","Aka Sudán del Sur tuqinwa jan uñisisiña arxatirina pä wawapawa -Gordon Muortat, Mayen Mabor- jupanakawa jamuqata imata uñicht ’ ayasipki, janira voto jaquntkasina aka Sudan del Sur t ’ axtañataki aka Londres uka markana-UK."
"En los últimos días se han compartido distintos videos que señalan la posibilidad de un desastre ambiental, y se han discutido posibles soluciones o medidas de prevención.",Qhipürunakax taqikast videonak uñachapxi. Ukat uk askichañatak phiñasipxatayna.
"Perú: ""Iquitos necesita Internet veloz.","Perú: ""Iquitos markax Internet mayi."
"Foto de la autora, Cristina Quisbert.",Cristina Quisbert kullakan jamuqata.
"Los ""agricultores"" a los que el Sr. Presidente quiere proporcionar teléfonos son agricultores de subsistencia que producen lo que consumen principalmente en sus casas.",“Yapuchirinaka ” khitinakarut Irpirix jawsañanak churañ munix yapuchäwit jakirinak utanakpanak manq ’ añatak achuyapxi.
"Dije siempre que detrás de esas fotos no había nada, y que esas fotos eran eso, unas fotos, y dije también que estaba dispuesto a seguir explicando y explicar todo lo que se me plantease.","Aka jamuqanak qhipaxanx janiw kunas utjkant saskapuntwa, uka jamuqanakax ukanwa sasa, mä jamuqanaka, ukat saraktwa, nayax iyawatw qhananchas arkiri, taqikun amuyt ’ at yatiyañataki. yatitaxiwa, jutir pachürunx saraw Parlamenton uñstiri."
Él fue demandado por un restaurante por una reseña que publicó en su blog.,Jupax mä restaurante ukat demandatanwa blogupan mä reseña puwlikatapata.
Siria: Tanques entran en Hama en la víspera de Ramadán,Siria: Tanques sat illapt 'ir k 'añaskunakax Hama markaruw Ramadán uru purikpan mantapxi
"Si todos los participantes desempeñan su labor al 100%, Ségou Infos conseguirá tener una difusión mucho mayor.","TaqpachatiSi 100% ukha sarantayapachati, Ségou Infos ukax yaqha yanapäwinak thaskaniwa."
"El canal web multimedia TodoLoQueHay de Colombia publicó recientemente un corto viaje visual sobre un día en la reserva indígena Emberá-Chamí antes conocida como Christendom, cuyos habitantes tratan actualmente de hacerse conocidos por su nombre ancestral: Karmata Rua.",TodoLoQueHay Multimedia web jichhakiw Colombia-t Emberá-Chamí-n mä ch ’ usasïwit apkati khithinakatï Karmata Rua-mp uñt ’ ayaskapayax achachilanakapan sutinakapamp uñt ’ ayasiñ yant ’ aski.
El blog La Oveja 100 informó el lunes 4 de febrero:,Blog La Oveja 100 sutinix phaxsüru 4 uru anata phaxsin yatiyi:
"La acción se coordinó a través de la cuenta de Weibo @随手送书下乡, que significa ""lleva tus libros al campo"".","Weibo ukan cuentapampiw luräwix saranti @ 随手送书下乡, ukax sañ muniwa, pankanakam pata tuqir apama ""."
"Los clips son etiquetados y cargados en el servidor, alojado por la Universidad de Swarthmore, donde en la base de datos se ponen en paralelo y muestran la palabra en la lengua indígena, inglés y español.","Clips ukanakax Universidad de Swarthmore, ukan yanapt 'asita, kipka aruna, inglés, castellanu arunakan ist 'asi."
"Wikitongues es un nuevo proyecto con el que se espera documentar los 7,000 idiomas del planeta.","Wikitongues ukax machaq amta-wakichäwiwa, ukat uraqpachan 7,000 arunak qillqantañw suyi."
¡Comparte tu mundo con nosotros para que podamos compartir también contigo!,Nanäkamp ist 'apxama!
Un grupo de madres en huelga de hambre conmemoraron el Día de la Madre afuera de la oficina de Procuraduría General de la República en Ciudad de México y exigieron que el gobierno mexicano cumpla su promesa de buscar a sus hijos desaparecidos.,Mexico markanx mä tamacht ’ at taykanakaw Procuraduría General de la República uka uta anqaxan huelga de hambre lurapxätana taykanakan urup amtasa jupanakax mayipxätanaw gobierno mexicanuru phuqhañapa amtäwipampi chhaqhat wawanakapar thaqaña.
"A medida que los presentes se despertaban y se ubicaban en sus asientos, un cuarteto de músicos, el grupo Sheru ni Sheru, marchaba hacia el escenario tocando el tambor y bailando al compás del llamado de la mañana.","Qhantati 9 pacharux taqiniw qunuñanakar qunt ’ asxapxäna ukatx Sheru ni Sheru, uka jayllintiri tamaw mant ’ anisin jayllint ’ apxäna."
@KhaosXI: No se sorprendan si en uno de estos nuevos billetes de 200.000 o 500.000 nos encontremos con la cara de Lino Oviedo impresa en uno de ellos.,"CALACNN: Chuyma ch ’ allxtat wila masinakar ukhamarak Lino Oviedo arkirinakaru, khitimpiti aruskipayata nayra suxtürunakaki @ CALACNN."
"Hasta la fecha, esta declaración ha sido firmada por más de 1300 organizaciones y empresas, y este número sigue creciendo.",Anchhitkamax 1300 ukat jila tamaw rixuntawayxapxi.
"Estos videos se titulan ""La Leche y las Latas No Matan, el Hambre Si""","Juk 'ampis, nanakax ukpunxay umasipxstxa, sasaw arsusiwayapxatayna."
"Foto de Camilo Aldana para ICTJ, usada con su permiso.","Yoladis Zúñiga. Foto de Camilo Aldana para ICTJ, usada con su permiso."
Los congresistas que se opusieron a la ley en el primer debate recibieron fuertes críticas.,Congresistanakax nayrïr Kamachi ukarux janiw sapxänwa.
"En su discurso, pidió a los ciudadanos libios que salgan a la calle mañana y que vayan a por los “terroristas ” y se los entreguen a las fuerzas de seguridad, para que así puedan ser“ castigados con la muerte ”.","Ukatxa sarakitaynawa: arumanthix thaqhir mistsupxam, mark yanqhachirinak (terrorista) tuqi, ukatxa irpkatapxam aka fuerzas de seguridad tuqinkirinakaru “jiwayañataki ”, ukjamat juch uñt ’ ayañataki."
"Los que ayudan a elaborar esta base de datos para facilitar el acceso a la información son voluntarios denominados ""embajadores"", que se encuentran en Suiza, Zimbabue, Sudáfrica, Noruega, Rusia y España.","Ukanakan alaq ch ’ usat yanapt ’ asirinakax “embajadores ” ukjam sutincht ’ atapxiwa, ukat jupanakax khaysa Suiza, Zimbabue, Sudáfrica, Noruega, Rusia ukat España uksa markanakanw jikxatasipxi."
Personas de todos los sectores de la sociedad se unieron a la manifestación convocada por Casa Pueblo.,People from all sectors of civil society joined the demonstration.
El arte urbano está floreciendo en Irán.,Arte urbanux jaktaskiw Irán markana.
Vidal cree que dos funcionarios de gobierno del departamento de Tarija están detrás del ataque.,"Reportero sin Fronteras uksatx yatxatäwinx ""mä qillqata katjawayi"". Ukapachparakiw Farfán jilamp aruskipatax yatisi, ukatx sataynawa: Vidal yatiyirix pani irnaqirinakax uka yanqhachäwin nayraxapankaskan sasniw lup 'i."
Farfán confirmó que la familia comparte esta teoría en su cuenta de Facebook.,Farfán yatiyirix wila masinakapax Facebook ukan uñt 'ayasipki sasinw uñt 'ayawayi.
"Aún así, el gobierno de Bolivia insiste en los beneficios de una carretera que uniría la zona central del país, a partir de donde se mproduce la mayoría de coca ilegal, y donde Evo Morales busca apoyo de las bases.","Ukhamasa, Bolivia apnaqirinakax thakhi luräwix kuna askis kunatix chinthaphispaw marka taypiwjampi saskapxakiwa, qalltas kawkhanti juk ’ amp kuka yapuchapki, ukhamarak kawkhanti Evo Morales jilax ch ’ amanchäw thaqki."
"De hecho, como nativos digitales -alguien para quien las tecnologías digitales son fundamentales en la vida, ustedes están afectando directamente la vida de muchos, a veces incluso sin saberlo.","Sapa kutiw Internetamp machaq uñstir apnaqäwinakampix jiljatawayi, uraqpachax jisk ’ aptaskiwa; sarawisaru, jakawisaru, redes satanakar conectatatänwa, jumanakaru, aka turkakiptawirux chikanchasipxtawa."
"Felicidades a Bachelet y Matthei. Viva Chile! — Julio Arriagada (@Julioarriagad) November 17, 2013",Jallalla kullaka Bachelet ukhamaraki Matthei. jallalla Chile! — Julio Arriagada (@ Julioarriagad) tunta paqallqun urur saraqatapat lapaq phaxsita aka pä waranqa tunka kimsam marata
"El ministro cree que aunque muchos agricultores nigerianos son analfabetos, son capaces de utilizar teléfonos móviles:","Sullka Irpirix (ministro) walja nigerianonak yapuchirinakax janiw qilqañs ullañs yatipkiti, ukampirus apnaqkay jawsañanak atipxaniw apnaqañ amuyi:"
17 trozos de sabiduría de Nelson Mandela que todos debemos leer,Nelson Mandelan 17 tama arunak taqin ullarapxañäni
Nube de Palabras de Representación por Países - Haz clic para agrandar la imagen.,Markanakan sutinakapawa - Aka jamuq jach 'aptayañatakix limt 'ama (clic).
Filipinas: Drama de los rehenes termina en violencia,Filipinas: Jist ’ antatanakan yanqhachawipax tukusiwa
La conferencia de prensa fue transmitida en cadena nacional el domingo 28 de octubre ante una población expectante de qué podría decir el primer mandatario luego de un silencio solamente interrumpido por dos escuetos tuits.,Conferencia de prensax cadena nacional ukanw willküru 28 uru taypi sata phaxsin markachirir uñt ’ ayasina tuits.
"Migración del Serengueti, Tanzania","Serengueti uksar sariri, Tanzania uksana"
"Representantes del Ministerio del Interior, Ministerio del Deporte, Federación Ecuatoriana de Fútbol (FEF), Asamblea Nacional, y los clubes Emelec y Barcelona han comenzado a trabajar para neutralizar los actos de violencia generados por aficionados y seguidores de equipos de fútbol de primera división.","Ministerio del Interior Ministerio del Deporte, Federación Ecuatoriana de Fútbol (FEF), Asamblea Nacional, ukat clubes Emelec ukat Barcelona Representantenakax qallantapxiw irnaqäw suti ch ’ am apnaqäw ch ’ amanchirinakan ukhamarak arkirinakan nayrir futbol anatäwin (futbol de primera división) jan utjañpataki."
"¿""Chat"" es una palabra sucia en Irán?",Iran-an Chat ukax jan wali aruti.
Este escritor continúa: Ella también dijo que somos un estado moderadamente religioso y personalmente tuve que subrayar la palabra moderadamente.,Aka qilqirix saskakiwa: Ella también dijo que somos un estado moderadamente religioso y personalmente tuve que subrayar la palabra moderadamente.
"Houmani, una canción simple con un título extraño y un video clip producido con bajo costo ha creado enormes debates estas últimas semanas...","Houmani, ukax jasa jayllawikiw ukhamarak mayj sutincht ’ ata ukampirus juk ’ a qullqimpiki video clip ukax lurt ’ atasa wal jaqinakar aruskipayawayapxi aka qhipa simananakanxa."
Arabia Saudita: Cuando llueve sobre mojado en Riad,Arabia Saudita: Riad satan juripatxar purjatki
"El candidato presidencial de centroizquierda Luis Guillermo Solís disputará con el candidato del partido de gobierno, Johnny Araya, en una segunda vuelta el 6 de abril, después de que Solís asombrara a muchos en este pequeño país centroamericano al llegar al primer en los resultados preliminares dados a conocer la noche del domingo.","Candidato presidencial Luis Guillermo Solís jupax atipasiniw Johnny Araya jupampi, segunda vuelta utjawaykani suxta uru saraqatar qhasiwi phaxsit urunxa, ñakijay Solís tatax atipawaychitanax nayrir elecciones ukanxa ukhamarakiw wal muspayawayani aka jisk ’ a centroamericano markaruxa."
El sitio Proyecto Ambulante describe el siguiente video:,Yaqhip artistanakax walja vidiyus ukanak lurawayapxi.
"Hubo una ligera controversia puesto que algunos países aparecían varias veces mientras que otros ni siquiera fueron mencionados, a pesar de tener candidatos que valían la pena.","Ukat mä jaqthaptaw mak utjana, ukjamatx yaqhip markanakax walja kutiw uñstana, ukat yaqhipax markanakax janiw aytatakansa, inas sariripanakax utjchi, ukas ukjamanwa."
La Red de Blogueros y Activistas en Línea ha estado encabezando estas protestas continuamente desde el martes 5 de febrero.,Bloguero-nakamp línea-an arnaqxirinakamp llikax (red) 5 urunak saraqkipan anata phaxsit saxra urutx sapüruw p ’ iqincht ’ i.
"Dice que un escolta shabiha fue asignado a cada soldado nuevo, para asegurarse de que no desertara.","Jan soldad sarxañapatakix mä escolta de shabiha sapa soldadotaqix utjäna, uk sapa mantiriruw churapxäna."
"Luego que los cibernautas se indignaran y molestaran por este claro acto de censura de una empresa privada, aumentaran la presión en Twitter e incluso el Partido Pirata argentino manifestara su preocupación, los proveedores de servicios de Internet desbloquearon el sitio Web.","Ukata uñakipirinak aka luräwitx aka jark ’ at tamat llakkäw luräwit wal thithipxäna, Twitter ukanx juk 'ampiw jilxati ukhamarak argentino Partido Pirata ukax llakitawa, Internet churirinakax aka sitio web ukatatw jan jak ’ xarakiti."
Además en Facebook esta imagen está siendo muy visitada:,Ukampirus Facebook ukanw aka jamuqax wali uñt 'ataski:
Radioteca - Un hogar libre y abierto para el audio,Radioteca – Inak waraqañataki
Bolivia: nueva campaña para impulsar el turismo,Bolivia: Machaq campaña ukax turismo ukar ch 'amanchañatakiwa
Sin embargo el bloguero Yaohaiying señaló (chi) que el llamado estanque artificial de peces (450 mu) está ubicado en la parte central de la pintoresca zona y está claramente definido en el artículo sobre la protección del Lago Oriental aprobado por el Ministro de Estado.,"Ukhamakipansti yaohaiying bloguerox uñicht ’ ayiwa (chi) (450mu) challwan estanque Artificial sat uñt ’ atax pintoresca zona chikataypin utt ’ atawa, Ministerio de Estadon jaysat Oriental qutar articulun jark ’ aqañjat qhana amtaxiwa."
¡Únete a nosotros!,¡Nanakamp chikancht 'asipxam!
"¿Es recomendable regular la cobertura de violencia de los medios? ¿de ser así quienes lo harían: los lectores, los medios, las ONGs o el gobierno?","khaysa Mexico markat nuwasiwinakatx, kuntix sutinchtan ""Wila wartawi narkutrafiku uka"" amuyayiwa jiwasan jan kuns yantanti uka ukhamaraki jilir irnaqirinakarus parlañataki akatxa."
"Y cinco años después, el festival continúa a través de la determinación y perseverancia de su organizador.","Phisqa maranakatxa, sarantayir ch ’ amamp sarantatapat layku phunchhäwix sarantaskakiwa."
"Foto: Calé, publicación autorizada.","Jamuqa: Calé, qhanstayawix yatiyatawa."
Nosotros lo celebramos.,Nanakax amtapxtwa.
"Pero las actividades públicas, como la firma de una petición, talleres y seminarios comunitarios exigiendo al gobierno detener la construcción de la represa se intensificaron en las últimas semanas.","Ukampisa markachir luräwinaka, kamisa chimpu rixintaw ramawi, kunjamanis uka uñst ’ awinakamp mayipxasin marka apnaqirinakarux uma qut luraw sayt ’ ayawix qhipa simananakax uka mayiwix wal miranti."
"La BBC reportó que la Ministra de Educación, Etmonia David-Tarpeh, encontró extremadamente difícil creer que ningún candidato aprobara, por lo que se espera que se reúna con las autoridades universitarias para discutir el asunto.","Liberia Yatich Kaman irpirixa, Etmonia David – Tarpeh-x janiw criyiñjamakiti sas satapat BBC-x yatiyi. Ukjamatapat kullakax jach ’ a yatiqañ utan irpirinakapamp ukatuqit aruskipañatakiw tantachasiñ munaraki."
"@BLUTransJakarta: Nos disculpamos en anunciar que actualmente todos nuestros autobuses han dejado de operar debido a la inundación y las vías son intransitables. Jennie S. Bev Muchas cosas deben ser canceladas hoy, incluyendo reuniones de negocios.","@ BLUTransJakarta aka yatiyaw yatiyat, p ’ amp ’ achapxita: Thakinakax qutachrantawlaykut janiw sartañjamakiti, ukat taqi jach ’ a k ’ añaskunakax janiw sartapkaniti."
@Ggaitan_Anto: A falta de estrellas en el escudo. #SanLorenzo salio con la inscripicion d #PapaFrancisco en la camiseta jaja @ArgEsDeBoca @HinchasXeneizes,"@ Mrrjoness: @ enunabaldosa gol del ciclón, Bergoglio ukax kusisiñ apani phunchhaw lurañataki."
Puerto Rico: Continúa el debate sobre violencia doméstica,Puerto Rico: Ch 'axwawinakax qamäwinakanx ñuwasiñ tuqitx utjaskakiwa
Singapur elige nuevo presidente,Singapore Machaq Irpir Chhijlläwi
Ha habido desde entonces una rectificación sobre el costo real de los teléfonos:,Ukatatx jawsañanak chanipx askichapxiwa:
"Para quienes estén interesados..., hay aquí una excelente colección de ellos.","Khitinakatix yatiñ munapxi, jupanakan akan suwa chhijllt ’ ataw utji."
Bajo la etiqueta #yocuidolavida se pueden revisar más opiniones y reportes de la jornada.,# nayax sum jakañax uñjta ukhamarakiw sapa jaqin arunakap jichhurutx thaxtasispäwa.
Michelle Bachelet gana las elecciones en Chile pero irá a segunda vuelta,Michelle Bachelet kullakax atipt ’ awayiw chhillawinakana ukampirus payir chhijllawir saraskakiniwa.
No duden en añadir cualquier lugar que crea que se ha omitido en el proceso de selección en la sección de comentarios.,"Jan pächasimt kuna amuyunaks yapt ’ aña, kuna amuys yaparjam jaqsut ukjax akhar uka amuyunak qillqantata."
¿Quién lo propuso?,Khthis amtpacha?
"Sería dentro de un mes o dos a partir de ahora cuando todos se hayan ido, toda la comida gratis deje de llegar, la gente vuelva a arreglárselas sola y el darse cuenta de lo que pasó y qué les queda en reserva los golpeará como un vendaval con toda su fuerza.","Akat mä ukay pä phaxsit jichhat jichhax taqinirux sarxatapat uñjatani, taqi manq ’ añas inak jan purinxaniti, jaqix jupanak pachp askichasxapxañapa, ukat kunas utjan ukats amuyasxapxañapa, ukjamat kunanakax jilt ’ anakax utjask ukanakata."
"No parece guiado por ningún principio judicial ni político, solamente por una lealtad partidista, cultural y tal vez religiosa.","Ukat ratukirakiw jilir irnaqirinakaru yanap mayipxatan, jan wals luraskpan qalpach warminakaw yaqatañapax aka pisqa tunka pusini kamachinakampix sasaw sapxatanxa kunatix jichhakirakiw yatisi mä chachax warmipar jiwayatapa ukhamanakata."
Sukhumbhand Paribatra del Partido demócrata fue re-elegido gobernador de Bangkok a pesar de la predicción de su derrota en las elecciones.,"Sukhumbhand Paribatra Partido democrtanakax mayamp chhijllat uñjasiwayapxi, kunatix Bangkok p ’ iqinchirinakax aynacht ’ irjamapjanwa aka chhijlläwinakatak amuyasina."
"Muchos bloggers creen que la Segunda Reunión de Bloggers Árabes, realizada en Beirut en 2009, jugó un papel importante en la construcción de lazos personales y confianza entre bloggers en toda la región - vínculos que les permitieron coordinar con más facilidad durante la Primavera Árabe.","Walja blugerunakaw Payir Bloggers Árabes tantachawix, Beirut markan 2009n marana apasi, ukax askinjamaw sasin sapxi."
RV: ¿Te gustaría añadir algo más para los lectores de Rising Voices que están por todo el mundo?,RV: Rising Voices ukan ullart ’ irinakapatak kunap apkatañasa?
¿Dónde están las ratas y los roedores?,¿Kawkhankis pä kayun achakunakaxa?
"Hola Elizabeth, cuéntanos de ti, ¿de dónde eres, dónde estás, qué haces?","Kamisaki Elizabeth, jumxat arxayt 'apxita, Kawkhatatasa, kawkhankasktasa, kuns lurta?"
Rassd New Network publicó una impactante foto de manifestantes en Tahrir Square en el centro de Cairo en su página de Facebook.,Rassd New Network ukax muspkay unxtaw jamuqanak aka Tahrir Square Cairo ukan apst ’ at Facebook
"En este momento, otros equipos de Global Voices están haciendo exactamente lo mismo, a través de fronteras y zonas horarias e idiomas, para ampliar importantes historias impulsadas por ciudadanos que los medios convencionales no tienen tiempo o interés en cubrir.","Jichhax Global Voices ukan yaqhip jaqukipirinakax uka kipkarakiw lurasipki, yaqha arunakan juk 'amp jach 'aptayañataki."
imagen compartida por Gustavo Streger (@gstreger) en Twitter.,imagen compartida por Gustavo Streger (@ gstreger) en Twitter.
Esta es la segunda parte de una serie de tres posts sobre la problemática del agua en la ciudad de Iquitos.,Aka payïr qilqt ’ äwix Iquitos markan umxat qilqt ’ atawa.
"Una vez más miles de manifestantes han llenado las calles de Tabriz e Urmía, en la región de Azerbaiyán, en Irán, para pedir al gobierno iraní salvar al moribundo Lago Urmía, uno de los lagos mas grandes de agua salada del mundo.","Mä kutimp traris urmania uka tuqin callinakan walxa jaqinakaw ch ’ axwapxi, aka markanakan Azerbaiyán ukjamaraki iran markanxa gubirnurux jan wali jaqitakix salvañ munapxi urmani qutanxa, kunatix mundunx jach ’ a jayuk ’ ar qutaw."
"Pero, en todo este contexto, interesa considerar lo que el blog Inmigrantes en España llama una “operación de borrado ” a“ denuncias y procesos penales de delitos racistas en territorio español ”, que se manifiesta en la ausencia de debates públicos sobre el tema:","Tata Abuy Nfubea, presidente Pan-African Federation of Black Communities tuqinkirix jank ’ akirakiw unxtasiwayatayna jisk ’ t ’ awayarakitaynawa ""Taqinis kamsaptas akham Nurwaya markan ukjam uñjasaxa"":"
"En menos de dos horas después del suceso, los dos cuerpos sin vida fueron encontrados y llevados a la Base Naval de la Marina de Guerra en Sans Soucí y de allí trasladados en helicópteros al Hospital Militar Docente Doctor Ramón de Lara, FAD.","Uka chijix Santo Domingo uksankirinakarux uka chijix wal mulljatayna ukat mäkiw uñjiris sarapxatayna, ukat pä pacharux pani amayanakx jikxatxapxakitaynawa, ukatsti Sans Soucí uksan Base Naval de la Marina de Guerra ukaruw helicópterunakat Hospital Militar Docente Doctor Ramón de Lara, FAD ukar apapxatayna."
"En diciembre 2009 el promotor de bienes raices OCT obtuvo el contrato para el desarrollo de una gran extensión de terreno (3167 mu, 1 mu = 666.67 metros cuadrados) ocupando 1000 mu de la superficie del lago. (antecedentes via donghu)","Jalluqallta 2009nin OCT bienes raíces ukan yatxatatax (3167nu, 1 mu = 666.67 metros (ukha tupu)) ukch ’ a uraqiw jach ’ añchañatakix contratu jikjataña, 1000 mu ukch ’ a qutatx ukupaski."
"""Tengo el corazón triste, por las vidas perdidas, los heridos, y los bienes saqueados, triste porque en vez de avanzar retrocedimos"" fueron parte de las palabras del mandatario quien expresó que se derogó una Ley cuya explicación no llegó a todos.","""Chuymajax llakitawa, jiwatanak utjatapata, usuchjatanaka ukat yänak apsurasipxatapata llakiwa narar sartkpachax qhparukiw kutxtana"" ukax jilïr irpirin arunakapawa, uka Kamachix t ’ unjasitaxiwa sasinw yatiyi, ukampirus janiw taqinir yatiyäwix purkiti. ""ukac h ’ axwawix janiw jan walt ’ aw askichañatakikiti."
El podcast de Global Voices ¡ya está disponible en nuevas formas!,Global Voices ukan Podcast ukax wakt ’ ayataxiwa.
@RodrigoH_Torre:#Bergoglio es nuestro nuevo Papa FELICITACIONES!,"@ RodrigoH _ Torre: # Bergoglio jupax machaq papasawa, JALLALLA!"
El cardenal jesuita argentino Jorge Mario Bergoglio es el nuevo papa de la Iglesia católica.,Mä cardenal jesuita argentino Jorge Mario Bergoglio jupax católica Tatitun Utapat machaq Tatawa.
"Yo no soy nigeriano, pero viviendo con una gran comunidad de nigerianos se aprende.","Nayax yaniw Nigeria markankirikti, ukampisa Nigeria markankirinakamp qamasax yatintañawa."
"Los chicos no deberían estar ahí, deberían estar jugando en una plaza, por eso es que siempre nos despedimos de los hospitales con la misma frase: “les deseamos de todo corazón que se vayan de acá lo antes posible ” y cada vez que decimos eso los padres cierran sus ojos y asienten con la cabeza.","Show ukan walja waynak jiqhatasipxañapapunw munapxta, ukam pirus qullayasiñ utanx wali mayjawa: Waynanakax janiw ukankapxañapakanti jan ukasti plasatuqinw anatasipkañapana, ukatx akham arumpipuniw sarxapxirita “taqi chuymampiw akat sarxapxam sasin sapxsma sasa ” ukham sapakuti sapxt ukatax awkinakapax nayranakap ch ’ irmthapis p ’ iq alt ’ apxi."
@Dima_Khatib: Gaddafi: algunos jóvenes han intentado hacer lo mismo que la gente ha hecho en Túnez y en Egipto #libya #feb17,"@ Dima _ Khatib: Gaddafi: yaqhip waynanakaxa lurañ munapxanxa kunjamtix Tunez, Egipto markanxa lurapxana uka pachpa # libya # feb17"
Los egipcios exigen software libre y de código abierto,Egipcionkirinakax software libre ukat jist 'arat código ukwa mayipxi
Movimientos de ciclismo urbano en Chile,Chile markan ciclismo atipt 'asiwi
"Emily Achtenberg de Rebel Currents bloguea acerca de las últimas novedades en el proyecto de construir una carretera a través del Territorio Indígena y Parque Nacional Isiboro-Sécure (TIPNIS): ""La semana pasada, el gobierno boliviano lanzó un muy discutido proceso de consulta comunal.","Emily Achtenberg de Rebel Currents ukax Territorio Indígena ukat Parque Nacional Isiboro-Sécure (TIPNIS) jach 'a thakhi lurañatak amtax uktjki uksatw blogupan qilqt 'i: ""Nayrüru simanakaiw boliviano irpirix uka markanakan jiskt 'aw sarantañatak uñt 'ayawayi."
"El debate continúa además en las plataformas de medios sociales, particularmente en Twitter (bajo la etiqueta #TIPNIS).","Arsuwinkax plataformas de medios sociales, ukat yamakis Twitter (bajo la etiqueta # TIPNIS) ukan uñjasi."
Lo de los 100 posts surgió cuando se estaba acercando mi 2do aniversario con GV (en marzo de 2013) y quería lograr 100 posts antes de eso.,"Sapa jaqukipäwitx juk 'ampi yatiqayatxa. kunawsati GV ukatak niya pä mara jaqukipäwinakamp phuqkasinw 100 qillqatanakax utxäna, 100 qillqatanak phuqhañpunw munayatxa, ukarux phuqtwa."
"Algunos pidieron que la vuvuzela fuera prohibida en el estadio por los que dijeron que le quitaba el disfrute al juego. El Presidente de la FIFA, Sepp Blatter, sin embargo, dio todo su apoyo al permitir el uso de vuvuzelas en la Copa del Mundo de 2010.","Aka aruskipawix 2009 Copa Confederacionanakaruw uñjayi, Sudafrican jach ’ anchata, walja Mundialan anatir chuymaninakatakix sonido satampix nayrïr chikanchasiwinwa, yaqhipanakax vuvuzelax estadion ukan jan chikanchaskpati sasaw mayipxana.FIFA Sepp Blatter sat p ’ iqinchirix Copa de Mundo 2010n vuvuzelanakan chikanchasiñaparux yanapt ’ awayiwa."
El pasado 10 de octubre publicó en su página de Facebook:,"Familiarapanakasti qhananchawayapxarakinwa, kimsa jaqiw katutawayapxi ukat jichhakam chhaqata, sasa."
"El panorama político ha cambiado, según Yee Jenn Yong:",Ukat jaqüwinak jakthapitaxs nayrir Ministrux akjam arsuwayi:
"En las redes sociales, numerosas personas animaron a los mineros a seguir luchando contra los recortes que podrían llevar a la desaparición de su sector.","Redes sociales ukan, walja jaqinakaw mineronakar iraqtaw ch ’ axwatak ch ’ amanchapxi, kunatix sectorax chhaqhtaspawa."
"Este aumento en el número de solicitudes, comparado con las del año pasado, demuestra el creciente interés y la necesidad de hacer llegar los medios ciudadanos a las comunidades infrarrepresentadas.","Maymarat sipans jilt ’ atawa, ukax askinjam medios ciudadanos ukanakamp markanakar puriñ amuyw uñt ’ ayi."
"Mensualmente Global Voices publicará un artículo con historias de Mi Voz, amplificando las voces de sus corresponsales ciudadanos a una audiencia internacional.","Phaxsinxa, Global Voices ukax Nayan Aruxa ukan saräwipampiw qilqatanak uñt ’ ayani, markan yatiyirinakapampiw arunak uñt ’ ayani."
Argentina: 26 años de la muerte de Julio Cortázar,Argentina: Julio Cortázar Jilan 26ni Mara Jiwawipata
@waelabbas: Hay 1.400 familias aisladas en el sur de Sinaí en Firan Valley debido a las inundaciones.,@ waelabbas: khaysa sur Sinai Firan Valleyan mä millón pusi tunka awk taykanakanaw jallun muyuntata utjapxi.
"En la víspera de Ramadán, tropas sirias han entrado en la ciudad de Hama matando, según se informa, al menos a 45 personas hasta las 11:00 am del domingo 31 de julio.","Ramadán jak ’ axa, Hama markar pallapallanakaw mantapxi, Hama markar mantapxi yatiyawinx siw, pusi tunka jaqinak jiwayas niya tunka mayani arumirj uras saraqkipan samarañ ur kimsa tunka urunak saraqkipan willka kuti phaxsita."
